qIndigenous,qProvince,qArea,q0,q1,q2,q3,q4,q5_A,q5_B,q6_A,q6_B,q7_A,q7_B,q8_A,q8_B,q9_A,q9_B,q10_A,q10_B,q11_A,q11_B,q12_A,q12_B,q13_A,q13_B,q14_A,q14_B,q15_A,q15_B,q16_A,q16_B,q18_A,q18_B,q19_A,q19_B,q20_A,q20_B,q21_A,q21_B,q22_A,q22_B,q26
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,11,15,Female,5,5,4,5,4,5,3,5,3,5,4,5,4,,4,4,2,5,4,5,4,4,4,4,5,5,3,3,4,4,4,4,3,4,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,9,15,Male,3,5,4,5,5,5,3,4,4,5,,,4,5,4,4,5,5,5,5,3,4,3,3,4,4,3,4,4,5,4,4,3,3,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,12,17,Female,5,4,5,4,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,,3,,3,,1,,1,,2
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,9,16,Male,5,5,4,4,5,5,3,3,3,3,3,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,3,3,3,3,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,12,16,Male,4,4,4,4,3,4,2,4,1,3,3,3,2,3,3,4,2,4,3,4,4,4,2,4,3,4,2,2,2,3,2,2,2,2,4
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,10,17,Male,4,4,5,5,4,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,4,4,4,4,3,3,2,3,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,10,17,Female,5,5,5,5,4,4,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,3,3,4,4,4
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,12,14,Female,5,5,5,5,1,4,4,5,5,5,5,5,2,4,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,11,14,Other,,4,4,5,5,5,3,5,2,2,4,5,3,5,4,5,3,5,5,5,5,5,3,3,5,5,3,3,2,3,4,4,1,1,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,10,15,Male,5,5,5,5,3,5,3,5,2,2,2,5,2,5,2,5,3,5,3,5,2,5,2,2,5,5,3,4,2,2,2,3,2,2,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,12,17,Male,5,5,4,4,5,5,3,5,4,5,3,5,2,5,3,5,3,5,5,5,5,5,3,5,5,5,3,4,2,4,5,5,1,3,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,12,14,Female,5,5,3,4,3,4,3,4,1,1,3,4,,,4,4,4,4,4,4,4,5,3,4,5,5,2,2,2,2,3,3,3,3,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,11,17,Male,3,5,3,5,4,5,4,5,2,4,3,5,3,5,5,5,5,5,5,5,3,4,4,5,4,5,3,5,3,4,4,4,1,3,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,10,,Female,5,5,5,5,4,5,5,5,2,3,3,3,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,,,,,,,
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,9,15,Male,2,3,2,2,4,3,5,5,1,4,2,4,2,4,3,4,4,4,2,3,1,2,4,4,5,5,3,4,1,3,1,3,3,3,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,11,14,Male,5,5,4,5,3,4,4,4,3,3,4,5,3,4,4,5,3,4,2,5,3,3,4,4,5,5,4,5,5,5,5,5,3,4,4
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,11,17,Male,5,5,4,5,4,4,3,5,3,4,5,5,2,3,4,5,3,4,5,5,4,4,5,5,4,5,3,4,4,5,5,5,2,3,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,10,,Female,1,5,1,5,1,5,1,5,2,5,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5
Yes,Saskatchewan,Rural,Île-à-la-Crosse,Rossignol High School,12,18,Female,2,4,3,5,1,4,3,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,4,1,5,3,5,3,3,5
Yes,Saskatchewan,Rural,Weyakwin,Kiskahikan School,9,13,Male,5,4,5,5,3,5,2,2,1,1,4,4,4,3,1,2,2,1,5,5,3,4,3,3,4,4,3,4,4,4,4,4,2,3,5
Yes,Saskatchewan,Rural,Weyakwin,Kiskahikan School,10,15,Male,4,3,3,4,3,4,4,5,4,5,4,5,3,4,4,5,2,2,4,5,2,2,2,4,,,,,,,,,,,
Yes,Saskatchewan,Rural,Weyakwin,,9,15,Male,4,4,3,4,3,3,4,5,2,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,5,3,4,5
Yes,Saskatchewan,Rural,Weyakwin,Timber Bay School,9,11,Male,3,,2,,,,1,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,5,,4
Yes,Saskatchewan,Rural,Weyakwin,Timber Bay School,12,11,Male,4,5,4,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,,,,,,,,,,,
Yes,Saskatchewan,Rural,Weyakwin,Timber Bay School,12,12,Male,4,,3,,2,,4,,2,,3,,1,,2,,1,,3,,2,,1,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Weyakwin,Timber Bay School,12,11,Male,3,,1,,2,,3,,1,,3,,1,,5,,5,,1,,1,,2,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Weyakwin,Timber Bay School,12,13,Female,4,5,3,4,4,2,4,5,5,4,4,5,3,2,4,,5,5,4,5,5,,4,4,4,5,4,3,5,4,5,5,5,4,5
Yes,Saskatchewan,Rural,Weyakwin,Timber Bay School,11,,Male,,3,,4,,3,,3,,3,,3,,3,,3,,3,,4,,3,,3,,,,,,,,,,,
Yes,Saskatchewan,Rural,Cumberland House,Nams Tyrese Dorion,10,17,Female,5,3,4,2,5,1,4,3,2,3,4,2,5,,,5,5,3,4,3,5,4,5,5,5,5,3,1,5,3,5,4,4,3,5
Yes,Saskatchewan,Rural,Cumberland House,Nistanwasisak,9,13,Male,5,4,3,4,5,5,3,4,2,3,3,2,1,2,2,4,3,5,2,5,5,5,4,4,4,5,3,4,3,5,4,5,1,2,4
Yes,Saskatchewan,Rural,Cumberland House,Charlebois,11,12,Male,4,5,4,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Cumberland House,,10,16,Female,5,5,3,3,,,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,4,4,4,4,4,4,3,3,
Yes,Saskatchewan,Rural,Cumberland House,NAMS,10,17,Female,3,4,3,5,3,3,2,2,3,3,3,3,3,5,3,5,3,4,3,4,3,3,3,3,,,,,,,,,,,
Yes,Saskatchewan,Rural,Cumberland House,NAMS,11,16,Male,5,4,5,4,3,3,2,2,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,3,3,4
Yes,Saskatchewan,Rural,Cumberland House,Nisto awasisak Mem School,11,,Male,5,5,5,5,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4
Yes,Saskatchewan,Rural,Cumberland House,,11,17,Male,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5
Yes,Saskatchewan,Rural,Cumberland House,,9,11,Male,5,,4,,5,,5,,2,,3,,1,,3,,5,,5,,5,,4,,5,,3,,4,,3,,4,,5
Yes,Saskatchewan,Rural,La Ronge,,11,15,Female,4,5,5,5,,4,5,5,5,,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,La Ronge,,11,15,Male,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,2,3,5,3,4,5,3,5,2,5,3,5,4,3,3,5
Yes,Saskatchewan,Rural,La Ronge,Churchill Community High School,12,16,Female,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,3,4,3,3,4,5,5,5,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,18,Male,5,5,5,5,5,5,5,5,1,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,1,1,1,1,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,9,19,Male,2,4,2,4,3,5,2,3,3,4,3,4,4,5,4,5,3,5,5,5,2,4,3,4,4,5,3,4,1,4,3,4,1,3,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,18,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,11,17,Female,3,3,3,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,2,3,3,3
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,12,16,Female,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,18,Female,5,5,5,5,2,2,4,4,4,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,3,3,5,5,5,5,5,5,3,3,3
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,16,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,,Female,5,5,4,4,5,5,3,4,5,5,3,4,2,4,5,5,5,5,5,5,2,2,5,5,3,3,3,4,1,3,3,4,3,3,4
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,15,Male,4,,3,3,4,4,4,5,3,4,3,3,4,5,5,,5,5,4,5,4,4,5,5,4,4,4,5,5,5,5,5,4,5,
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,17,Male,4,5,3,5,3,5,2,5,3,4,3,5,3,5,3,5,3,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,2,3,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,,Other,4,5,3,4,5,5,5,5,1,2,3,4,2,4,5,5,4,5,5,5,1,1,3,3,3,4,4,4,4,4,2,3,1,1,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,12,17,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,9,16,Male,4,5,3,4,4,5,5,5,2,3,4,5,2,4,4,5,4,5,5,5,4,5,4,5,5,5,4,4,2,2,5,5,4,5,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,12,15,Male,3,3,4,4,4,4,5,5,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,4,4,3,3,4,4,4
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,12,16,Female,2,2,3,4,4,5,4,5,1,1,4,3,2,2,4,4,5,5,3,4,4,4,4,4,4,4,3,4,2,3,3,4,2,3,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,16,Female,3,3,3,3,2,2,1,2,2,2,2,,3,,3,,3,,4,,1,,2,,,,,,,,,,,,4
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,17,Female,2,3,2,2,2,2,3,3,1,1,2,3,4,3,3,3,3,3,3,3,1,1,1,1,4,4,1,1,2,2,1,1,2,2,4
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,11,17,Male,3,2,5,4,5,5,1,1,4,4,4,5,4,5,5,5,5,5,5,5,5,5,3,3,3,4,4,5,3,2,5,5,2,2,
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,12,,Other,3,3,3,2,3,3,2,2,2,2,4,5,4,4,5,5,5,5,4,4,4,4,3,3,4,4,2,1,2,2,3,2,1,1,4
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,9,,Female,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,9,17,Male,4,4,4,4,3,4,3,4,3,4,,,,,5,5,,,5,5,3,3,3,3,5,5,3,3,4,4,4,4,3,4,
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,12,17,Male,3,5,2,4,4,5,5,5,1,3,3,5,2,4,3,4,5,5,4,5,2,4,3,5,5,5,2,5,3,5,2,4,5,5,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,16,Other,5,5,5,5,4,5,3,4,1,1,4,5,5,5,5,5,5,5,5,5,4,4,1,1,,,,,,,,,,,
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,12,17,Female,5,5,4,4,4,4,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,4,,5,,4,,5,,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,15,Female,5,5,3,3,1,1,1,1,1,1,1,1,1,1,5,5,3,3,5,5,5,5,1,1,5,5,4,4,3,3,1,1,2,2,4
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,,Female,5,4,3,5,5,5,2,4,1,2,1,2,5,5,5,5,1,4,5,5,3,2,1,3,5,5,3,4,3,3,4,5,5,5,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,9,14,Male,3,3,3,3,2,2,2,2,1,1,4,5,2,5,1,5,1,5,1,3,1,5,2,3,3,,1,1,1,4,1,3,1,2,5
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,10,15,Female,,3,1,,,5,1,,1,,,2,,3,,3,,2,,1,1,1,,5,,3,,2,,4,,1,,1,4
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,9,16,Female,4,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,1,1,4,5,3,3,1,1,5,5,
No,Saskatchewan,Urban,Prince Albert,Wesmor Public High School,12,17,Male,5,,4,,4,4,4,5,4,4,4,5,3,4,3,4,3,4,4,5,5,5,4,2,4,4,3,3,4,4,2,2,3,5,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,14,Other,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,,Male,5,5,5,5,4,5,1,1,1,1,3,4,2,5,4,5,4,4,5,5,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,15,Female,4,5,4,5,4,4,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,1,1,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,17,Other,3,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,18,Female,5,5,5,5,5,5,4,5,4,4,5,5,5,5,3,5,3,4,5,5,3,5,2,2,5,5,4,4,4,4,4,4,3,3,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,,Female,5,5,4,5,3,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,4,5,5,4,4,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,15,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,,3,,3,,,,3,,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,15,Female,5,5,5,5,4,5,5,4,3,3,4,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,17,Male,4,5,4,5,4,4,4,3,4,2,4,1,4,2,3,3,3,4,3,5,3,5,2,5,5,5,5,4,5,3,4,4,4,1,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,12,14,Other,5,5,4,4,3,4,3,4,3,4,3,4,3,4,3,5,4,5,3,4,4,5,3,4,4,5,2,4,3,3,4,4,3,4,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,15,Male,5,5,4,5,3,5,4,5,2,4,5,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,2,3,2,3,5,5,2,4,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,,Female,5,,4,,2,,1,,1,,2,,2,,4,,4,,4,,1,,1,,2,,2,,2,,3,,2,,
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,14,Female,5,5,3,3,2,3,3,4,5,5,5,5,4,5,5,5,5,5,5,5,3,5,2,4,4,4,3,3,4,4,2,2,1,1,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,15,Other,4,5,5,5,3,5,4,4,2,2,3,4,4,4,,,5,5,5,5,5,5,3,3,5,5,5,5,1,1,3,4,5,5,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,16,Male,3,4,4,4,4,4,4,4,2,2,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,2,3,,,1,2,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,,Male,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,4,4,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,,Female,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,14,Male,4,4,3,3,3,3,4,4,3,3,4,4,,,3,3,,,,,,,,,3,3,4,4,3,3,3,3,2,2,3
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,16,Male,4,3,4,3,3,3,3,3,2,3,2,3,4,3,4,3,4,3,4,3,4,3,3,3,4,3,2,3,2,3,3,3,2,3,4
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,17,Female,3,4,3,4,4,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,,,4,4,5,5,5,5,5,5,5,5,2,2,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,13,Other,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,3,2,4,1,5,,
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,13,Female,5,,5,,4,,4,,2,,2,,2,,2,,2,,5,,5,,4,,5,,3,,1,,5,,1,,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,,Male,3,5,5,5,5,5,5,5,3,4,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,2,3,3,4,
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,,Other,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,,Female,3,4,3,3,3,3,3,3,4,4,4,4,3,4,4,3,3,3,4,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,,Female,5,,5,,3,,4,,1,,3,,1,,2,,1,,5,,4,,5,,4,,3,,5,,,,5,,3
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,14,Male,4,4,4,4,3,3,5,5,2,2,3,3,2,2,4,3,1,1,4,4,1,1,3,3,,,,,,,,,,,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,16,Male,,5,,3,,3,,5,,5,,5,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,3,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,11,Male,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,,Female,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,13,Female,5,5,5,5,4,5,5,5,3,3,4,5,3,4,2,5,3,5,4,5,2,3,2,4,5,5,3,4,4,4,3,5,2,3,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,16,Male,5,4,,2,4,5,3,5,4,5,4,5,5,5,5,5,5,4,4,5,5,3,4,4,4,5,5,5,4,5,4,4,4,4,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,12,13,Male,4,4,5,5,5,5,5,5,1,1,3,3,1,1,5,5,1,1,1,1,3,3,5,5,,,,,,,,,,,
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,17,Male,5,5,5,5,5,5,4,4,3,4,5,5,4,4,3,5,3,5,5,5,3,3,4,4,5,5,5,5,5,5,4,4,3,4,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,14,Female,3,3,3,4,4,4,2,2,3,4,4,4,4,4,5,5,5,5,4,5,4,5,3,4,5,5,4,5,3,4,3,4,3,3,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,14,Female,4,4,3,3,3,4,3,4,4,5,4,5,5,5,5,5,4,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,3,4,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,11,19,Female,5,5,4,5,4,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,12,13,Male,5,5,5,5,4,3,3,3,2,2,4,3,4,3,5,5,3,3,5,5,5,5,4,4,5,5,4,3,4,4,2,2,3,3,4
Yes,Saskatchewan,Rural,La Loche,Dene High School,10,,Male,3,,4,,5,,5,,2,,3,,3,,5,,4,,5,,3,,4,,,,,,,,,,,,
Yes,Saskatchewan,Rural,La Loche,Dene High School,9,13,Female,5,5,5,5,4,5,5,5,2,3,4,5,3,4,5,5,,,,,1,5,2,1,5,5,3,3,1,4,,,2,3,5
Yes,Saskatchewan,Rural,La Loche,Dene High School,12,17,Female,,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,North Battleford,Sakewew High School,9,18,Male,5,5,3,3,5,5,4,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,3,5,5,5,3,5,5
Yes,Saskatchewan,Rural,North Battleford,Chief Poundmaker,9,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,North Battleford,,9,16,Male,5,5,5,5,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,3,3,3,5,4
Yes,Saskatchewan,Rural,North Battleford,,10,,Male,1,1,2,2,3,2,2,2,3,,2,3,3,2,2,3,3,2,2,5,4,,3,5,5,,2,,1,,4,,1,,4
Yes,Saskatchewan,Rural,North Battleford,,11,,Female,4,4,4,4,4,4,3,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,4,5,5,5,3,3,4,4,5
Yes,Saskatchewan,Rural,North Battleford,,12,16,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
Yes,Saskatchewan,Rural,North Battleford,,12,,Male,5,4,3,5,5,5,3,,4,5,3,5,1,2,1,3,4,3,5,3,4,3,2,1,5,5,4,4,5,5,3,3,3,4,
Yes,Saskatchewan,Rural,North Battleford,,9,,Female,4,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,North Battleford,,10,17,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Yes,Saskatchewan,Rural,North Battleford,,9,17,Female,3,5,4,5,2,5,2,5,1,5,3,5,2,5,3,5,3,5,3,5,3,5,2,5,5,5,4,5,3,5,2,5,1,5,5
Yes,Saskatchewan,Rural,North Battleford,CLPS,10,16,Male,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,5,4,,4,5,4,4,4,4,4,4,3,3,5
Yes,Saskatchewan,Rural,North Battleford,Sakewew High school,12,19,Female,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,North Battleford,,12,,Male,5,5,3,4,4,5,1,1,1,2,3,4,1,2,2,3,5,5,5,5,5,5,3,4,4,5,4,5,4,5,3,5,1,2,5
Yes,Saskatchewan,Rural,North Battleford,Mosquito School,11,13,Other,3,,4,,3,,5,,1,,3,,4,,5,,3,,3,,4,,3,,3,,2,,2,,1,,1,,5
Yes,Saskatchewan,Rural,North Battleford,Chief Poundmaker School,11,16,Female,3,4,3,4,2,4,3,4,1,2,3,5,4,5,4,5,4,5,3,5,1,3,2,4,4,5,1,2,1,1,1,2,1,2,5
Yes,Saskatchewan,Rural,North Battleford,Sakewew High School,10,19,Male,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,,4,5,5,5,5
Yes,Saskatchewan,Rural,North Battleford,,9,,Female,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,5
Yes,Saskatchewan,Rural,North Battleford,CLPS,9,16,Female,4,4,4,5,5,5,5,5,3,4,3,5,2,4,4,5,5,5,5,5,2,2,4,5,5,5,4,5,3,3,4,4,3,5,5
Yes,Saskatchewan,Rural,North Battleford,,12,,Male,4,5,3,5,4,5,5,5,3,3,5,4,2,2,5,3,3,4,2,3,2,2,2,3,3,4,4,4,3,4,4,4,3,4,5
Yes,Saskatchewan,Rural,North Battleford,,11,19,Other,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,2,4,2,5,5
Yes,Saskatchewan,Rural,North Battleford,Sakewew High School,9,16,Other,4,5,4,5,5,5,3,4,3,3,4,5,4,5,4,5,4,5,5,5,5,5,3,4,5,5,3,4,3,4,4,4,3,4,4
Yes,Saskatchewan,Rural,North Battleford,,11,,Female,4,5,5,4,4,4,2,2,3,3,4,4,4,4,3,3,2,2,5,5,4,4,3,3,4,4,2,2,3,3,4,4,2,2,5
Yes,Saskatchewan,Rural,North Battleford,Sakewew High School,11,16,Male,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,4,4,3,3,4,4,4,4,4,4,3,3,2,2,5
Yes,Saskatchewan,Rural,North Battleford,,10,17,Male,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,3,,5,4,5,5,5,5,5,5,5,5,5,5,5,5
